SK_ID_CURR,TARGET,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_REGISTRATION,DAYS_ID_PUBLISH,HOUR_APPR_PROCESS_START,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_MONTHS_BALANCE_SIZE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_TYPE_Creditcard_MEAN,BURO_STATUS_0_MEAN_MEAN,ACTIVE_DAYS_CREDIT_MIN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_PAYMENT_TYPE_Cashthroughthebank_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_PRODUCT_TYPE_XNA_MEAN,PREV_NAME_SELLER_INDUSTRY_Consumerelectronics_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,REFUSED_DAYS_DECISION_MAX,POS_MONTHS_BALANCE_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,score,TARGET_
102063,0.0,0.00702,-21471,-8694.0,-4089,13,,0.6747457475743129,0.4776491548517548,-2306.0,-162.0,-162.0,-162.0,6.0,1.0,0.0,1.0,-162.0,-162.0,-162.0,,,-2306.0,-1371.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,,-36.17391304347826,,0.7108381486623121,Client fiable
102064,0.0,0.031329,-10016,-4663.0,-2702,12,,0.4648150584874342,,-418.0,,,,,,,,,,,,,,,,,,,,,,,,,0.6698055252444364,Client fiable
102069,0.0,0.015221,-13738,-1949.0,-4382,12,0.5562394708870916,0.7573437589931549,0.3123653692278984,0.0,-2721.0,-353.0,-1616.888888888889,41.77777777777778,0.2222222222222222,0.1111111111111111,0.0756156077275068,-2624.0,-2249.0,-2436.5,-353.0,-1382.7142857142858,-1412.0,-956.25,0.75,0.75,0.75,1.0,0.0,0.5,0.0,-1249.0,-25.9,,0.7283684410365936,Client fiable
102072,0.0,0.031329,-14897,-1092.0,-4892,15,0.7157550379068081,0.2652563401861944,,-2034.0,-2179.0,-1935.0,-2057.0,,0.5,0.5,,-1935.0,-1935.0,-1935.0,-2179.0,-2179.0,-2034.0,-1413.3333333333333,1.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,,-32.24324324324324,,0.6787953768502271,Client fiable
102073,1.0,0.028663,-18276,-10855.0,-1824,14,0.8053798699572738,0.1454337937465635,0.1766525794312139,-2746.0,-2367.0,-133.0,-1054.9333333333334,20.6,0.4666666666666667,0.3333333333333333,0.2343901491438172,-774.0,-133.0,-402.8571428571428,-727.0,-1625.5,-2746.0,-903.6666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.1111111111111111,-222.0,-52.95744680851064,,0.29744071784804993,Client à Risque
102074,0.0,0.025164,-13523,-1013.0,-4270,10,0.2880594254005236,0.5073871219285663,0.2750003523983893,-938.0,-2444.0,-204.0,-1399.0,20.0,1.0,0.0,0.5315688775510204,-2444.0,-204.0,-1399.0,,,-2857.0,-989.4,0.6,0.8,0.6,0.4,0.0,0.0,0.2,-352.0,-37.035714285714285,,0.5076377259497946,Client fiable
102078,0.0,0.019101,-17344,-4274.0,-879,17,,0.7133948264772254,0.6058362647264226,-2443.0,-2892.0,-210.0,-1218.25,,0.25,0.25,,-345.0,-210.0,-277.5,-496.0,-1531.8333333333333,-2443.0,-1209.6666666666667,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,-585.0,-37.45,,0.7778093451364525,Client fiable
102080,0.0,0.005002,-19155,-7430.0,-2364,13,,0.7567967979626429,0.5316861425197883,-1699.0,-2226.0,-486.0,-1280.25,,0.5,0.25,,-1195.0,-486.0,-840.5,-1214.0,-1720.0,-2328.0,-1617.5,1.0,0.3333333333333333,0.1666666666666666,0.8333333333333334,0.5,0.3333333333333333,0.1666666666666666,,-38.20289855072464,,0.7933634152548859,Client fiable
102081,0.0,0.018209,-11582,-1433.0,-3619,6,0.7092530117879833,0.5278541828621502,0.4686596550493113,-1970.0,-2393.0,-602.0,-1548.142857142857,50.42857142857143,0.2857142857142857,0.1428571428571428,0.3233426777304328,-1478.0,-602.0,-1040.0,-1426.0,-1751.4,-2663.0,-1738.4,1.0,0.8,0.0,1.0,0.6,0.6,0.2,,-56.888888888888886,,0.7300718497258936,Client fiable
102086,0.0,0.002506,-11855,-446.0,-3778,2,0.5515347202705636,0.6836930761690583,,-1242.0,-2817.0,-145.0,-1658.6315789473683,,0.0526315789473684,0.1578947368421052,,-944.0,-944.0,-944.0,-145.0,-1698.3333333333333,-1242.0,-1007.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,,-22.60869565217392,,0.7999300816005614,Client fiable
102087,0.0,0.008625,-9080,-3948.0,-1763,11,0.1648568983818947,0.6783395117406407,0.4365064990977374,-457.0,-244.0,-244.0,-244.0,,1.0,0.0,,-244.0,-244.0,-244.0,,,-457.0,-457.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,-11.5,,0.4636987129649356,Client fiable
102088,0.0,0.0116569999999999,-15808,-4926.0,-4895,12,0.5178929766107012,0.6769016384154235,,-1606.0,,,,,,,,,,,,,-2261.0,-2100.5,1.0,1.0,0.0,1.0,1.0,0.5,0.0,,-65.9,,0.7202895802789331,Client fiable
102098,0.0,0.032561,-17531,-4953.0,-938,13,,0.6665834088562798,0.6610235391308081,-16.0,-531.0,-476.0,-503.5,16.5,0.5,0.5,0.2113970588235294,-476.0,-476.0,-476.0,-531.0,-531.0,-2758.0,-1772.5,0.5,1.0,0.75,1.0,0.0,0.25,0.0,-2158.0,-1.0,6030000.0,0.7097648191142094,Client fiable
102106,0.0,0.018634,-13345,-5835.0,-4346,11,0.2198424624248248,0.5921685386685089,0.4014074137749511,-1187.0,-1196.0,-1196.0,-1196.0,,0.0,0.0,,,,,-1196.0,-1196.0,-1187.0,-1008.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,-1187.0,-18.0,,0.44424497209365443,Client fiable
102108,0.0,0.072508,-15919,-1869.0,-1893,15,,0.7645236448626704,0.1455428133497032,-1312.0,-904.0,-149.0,-565.2,,0.8,0.6666666666666666,,-904.0,-149.0,-513.25,-701.0,-773.0,-1312.0,-682.4545454545455,0.7272727272727273,0.5454545454545454,0.3636363636363636,0.5454545454545454,0.3636363636363636,0.0909090909090909,0.0,-414.0,-24.035714285714285,1620000.0,0.584328989372163,Client fiable
102115,0.0,0.010006,-15209,-7427.0,-159,14,,0.6448177098785649,0.6956219298394389,0.0,-2048.0,-67.0,-780.1111111111111,,0.3333333333333333,0.1111111111111111,,-664.0,-67.0,-378.6666666666667,-295.0,-980.8333333333334,-1808.0,-1258.8,1.0,0.6,0.4,0.8,0.6,0.4,0.2,,-46.875,19800000.0,0.813214242877492,Client fiable
102118,0.0,0.00496,-21517,-232.0,-4270,12,,0.7318255581526028,0.6397075677637197,-1052.0,-1121.0,-339.0,-844.6666666666666,28.33333333333333,0.0,0.0,0.2302302302302302,,,,-339.0,-844.6666666666666,-1052.0,-431.9166666666667,0.5,0.75,0.5833333333333334,0.5,0.3333333333333333,0.0,0.4166666666666667,-233.0,-17.666666666666668,810000.0,0.8411379955525388,Client fiable
102130,0.0,0.0196889999999999,-16672,-6187.0,-203,11,,0.4933982573286712,0.7407990879702335,-272.0,-1676.0,-137.0,-906.5,11.5,0.5,0.0,0.6111111111111112,-137.0,-137.0,-137.0,-1676.0,-1676.0,-2650.0,-710.3333333333334,0.6666666666666666,0.5,0.5,0.6666666666666666,0.1666666666666666,0.3333333333333333,0.0,,-39.0,1800000.0,0.5277135449143164,Client fiable
102131,0.0,0.026392,-9979,-1522.0,-2450,10,,0.6763418249701024,0.3441550073724169,-568.0,-697.0,-31.0,-362.6666666666667,12.333333333333334,0.6666666666666666,0.0,0.6159420289855072,-360.0,-31.0,-195.5,-697.0,-697.0,-2443.0,-672.4285714285714,0.4285714285714285,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.1428571428571428,0.2857142857142857,0.1428571428571428,-318.0,-42.125,,0.4570432474632383,Client fiable
102132,0.0,0.02461,-17211,-482.0,-722,9,,0.5635533444421549,0.1798217650897043,-438.0,-2501.0,-253.0,-1028.142857142857,22.714285714285715,0.5714285714285714,0.2857142857142857,0.6610413396127682,-588.0,-253.0,-481.75,-408.0,-1756.6666666666667,-438.0,-438.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,-7.5,,0.3249016870941668,Client fiable
102133,1.0,0.0105,-16996,-2386.0,-544,14,,0.3369039103392858,0.5989262182569273,-1880.0,-2857.0,-1155.0,-2006.0,,0.0,0.0,,,,,-1155.0,-2006.0,-2110.0,-1422.6,0.8,0.6,0.6,0.6,0.4,0.2,0.2,-543.0,-33.21739130434783,2610000.0,0.5849842223088643,Client à Risque
102138,0.0,0.032561,-22487,-264.0,-530,12,0.7267510046459557,0.718836053974528,0.2837118826350007,-1728.0,-2868.0,-125.0,-1699.8125,54.0,0.3125,0.3125,0.4268534218608637,-2828.0,-125.0,-838.0,-376.0,-2091.5454545454545,-2727.0,-999.818181818182,0.7272727272727273,0.8181818181818182,0.4545454545454545,0.5454545454545454,0.1818181818181818,0.0909090909090909,0.4545454545454545,-334.0,-44.43269230769231,17280000.0,0.7414850309011749,Client fiable
102139,0.0,0.025164,-15222,-8296.0,-4613,15,0.2762071600799789,0.541818650818969,0.5495965024956946,-577.0,-1745.0,-85.0,-844.125,24.625,0.5,0.0,0.5394601806239737,-164.0,-85.0,-143.75,-1042.0,-1544.5,-2422.0,-1388.8333333333333,0.8333333333333334,0.3333333333333333,1.0,0.1666666666666666,0.5,0.3333333333333333,0.1666666666666666,,-46.32258064516129,14400000.0,0.5509057110990498,Client fiable
102140,0.0,0.019101,-20532,-11371.0,-797,11,,0.6892560486592018,0.2471909382666521,0.0,-2013.0,-75.0,-744.8,,0.6,0.4,,-410.0,-75.0,-189.66666666666663,-1142.0,-1577.5,-836.0,-339.5,0.5,1.0,0.25,0.5,0.75,0.0,0.5,-14.0,-12.46341463414634,,0.4850647383551421,Client fiable
102143,0.0,0.025164,-15617,-156.0,-4386,9,,0.4511475139180595,0.3723336657058204,-394.0,-2451.0,-128.0,-766.8571428571429,15.0,0.7142857142857143,0.7142857142857143,0.654875283446712,-632.0,-128.0,-457.0,-632.0,-1541.5,-889.0,-519.4545454545455,0.3636363636363636,0.9090909090909092,0.1818181818181818,0.0,0.0,0.0,0.4545454545454545,-232.0,-18.714285714285715,2160000.0,0.3795387632592597,Client fiable
102150,0.0,0.00963,-17851,-2713.0,-1367,11,,0.7416434432148603,,-300.0,,,,,,,,,,,,,-489.0,-235.8333333333333,0.5,0.5,0.5,0.6666666666666666,0.1666666666666666,0.0,0.0,-115.0,-10.5,1125000.0,0.6641635185777732,Client fiable
102152,0.0,0.016612,-13723,-3017.0,-495,11,,0.3689582479162797,0.3927738606031339,-2294.0,-1293.0,-22.0,-454.8333333333333,,0.5,0.1666666666666666,,-1293.0,-214.0,-642.3333333333334,-22.0,-267.3333333333333,-2294.0,-2125.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,,-64.05555555555556,,0.35260105939157005,Client fiable
102157,0.0,0.001417,-16002,-859.0,-4811,7,0.5080703827503311,0.1029082366098551,0.4974688893052743,-1139.0,-2749.0,-793.0,-1975.0,27.8,0.2,0.2,0.7256613756613757,-793.0,-793.0,-793.0,-1691.0,-2270.5,-1139.0,-721.25,0.75,0.75,0.5,0.5,0.0,0.75,0.0,,-25.0,,0.31597451843656155,Client fiable
102164,0.0,0.010556,-23792,-5418.0,-4369,18,,0.7419240747137433,0.434733248750173,-1585.0,-1462.0,-265.0,-748.2,,0.4,0.6,,-269.0,-265.0,-267.0,-462.0,-1069.0,-1589.0,-1005.5,0.8333333333333334,1.0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0,-673.0,-22.160919540229884,,0.8289311069161024,Client fiable
102167,0.0,0.020246,-15566,-3054.0,-5043,11,0.6757308821283474,0.3870794589441369,0.3706496323299817,-1655.0,-2746.0,-175.0,-1450.470588235294,48.05882352941177,0.3529411764705882,0.2352941176470588,0.3463133912214443,-1471.0,-175.0,-765.1666666666666,-593.0,-1780.4,-1655.0,-1655.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,-71.5,,0.6003716068062953,Client fiable
102168,0.0,0.031329,-20030,-1944.0,-2152,13,,0.6930370281121087,,-637.0,,,,,,,,,,,,,-637.0,-559.3333333333334,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-637.0,-18.0,4230000.0,0.5411493700132698,Client fiable
102170,0.0,0.0105,-16955,-9592.0,-459,12,,0.5838622909030974,0.8245949709919925,-84.0,-2699.0,-648.0,-1335.6666666666667,16.0,0.0,0.0,0.25,,,,-648.0,-1335.6666666666667,-1131.0,-607.5,1.0,1.0,0.0,1.0,0.5,0.0,0.5,,-25.571428571428573,,0.8378490320221728,Client fiable
102173,0.0,0.018209,-17788,-5923.0,-1340,6,,0.4482144752235024,0.6313545365850379,0.0,-2495.0,-81.0,-804.7142857142857,,0.4285714285714285,0.0,,-156.0,-98.0,-136.0,-81.0,-910.0,-1972.0,-1195.3333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,,-33.39393939393939,,0.5825494914528149,Client fiable
102178,0.0,0.0096569999999999,-10930,-5091.0,-3333,14,0.3018721395185038,0.5435607300835821,0.6195277080511546,-112.0,-2866.0,-419.0,-1385.2857142857142,,0.2857142857142857,0.2857142857142857,,-2740.0,-419.0,-1579.5,-486.0,-1307.6,-1787.0,-1139.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1518.0,-53.0,,0.700693771281155,Client fiable
102185,0.0,0.04622,-17571,-11591.0,-1111,13,0.5679273334591827,0.4409519608780854,0.475849908720221,-1523.0,-1483.0,-111.0,-695.0,,0.3333333333333333,0.0,,-300.0,-111.0,-205.5,-593.0,-939.75,-1523.0,-781.7142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.0,0.0,,-27.8,3375000.0,0.6497267612518078,Client fiable
102186,0.0,0.022625,-14502,-3078.0,-1402,16,0.7527724528207008,0.5511131256431464,0.4471785780453068,-1560.0,-2915.0,-390.0,-1780.875,,0.5,0.375,,-1540.0,-390.0,-1073.75,-2246.0,-2488.0,-807.0,-701.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,,-13.857142857142858,6480000.0,0.6561856501669758,Client fiable
102190,0.0,0.010276,-14009,-2313.0,-4438,14,,0.6304391814237671,0.524496446363472,0.0,-868.0,-309.0,-662.6666666666666,,0.6666666666666666,0.3333333333333333,,-868.0,-309.0,-588.5,-811.0,-811.0,-1913.0,-945.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,,-35.25,,0.5751683706118189,Client fiable
102191,0.0,0.028663,-12770,-6828.0,-2538,13,,0.581421542435092,0.524496446363472,-717.0,-1028.0,-17.0,-575.8,,0.4,0.0,,-299.0,-17.0,-158.0,-665.0,-854.3333333333334,-930.0,-436.6666666666667,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.7777777777777778,0.0,0.3333333333333333,0.0,-857.0,-20.681818181818183,810000.0,0.36550029738281176,Client fiable
102192,0.0,0.026392,-20130,-3051.0,-3499,21,,0.5654510398932711,,-923.0,-2498.0,-2498.0,-2498.0,,0.0,1.0,,,,,-2498.0,-2498.0,-2766.0,-1947.857142857143,0.4285714285714285,0.7142857142857143,0.2857142857142857,0.2142857142857142,0.0714285714285714,0.4285714285714285,0.0714285714285714,-931.0,-52.388888888888886,1350000.0,0.6338481627801671,Client fiable
102200,0.0,0.015221,-18652,-1302.0,-2148,13,,0.4760097131863237,0.5334816299804352,0.0,-2668.0,-446.0,-1836.3333333333333,60.66666666666666,0.0,0.3333333333333333,0.3142596854622171,,,,-446.0,-1836.3333333333333,,,,,,,,,,,-94.5,,0.6328159406964378,Client fiable
102201,0.0,0.016612,-11991,-3137.0,-4500,10,,0.7297001740944501,,-2248.0,,,,,,,,,,,,,-2493.0,-1049.857142857143,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,0.4285714285714285,0.0,,-44.46341463414634,1575000.0,0.77896884669255,Client fiable
102210,0.0,0.022625,-11838,-3923.0,-3953,17,0.2320707571538381,0.5706449254687117,0.3296550543128238,-1796.0,-1338.0,-156.0,-829.2222222222222,,0.3333333333333333,0.3333333333333333,,-801.0,-156.0,-421.3333333333333,-494.0,-1033.1666666666667,-2602.0,-1798.875,0.75,1.0,0.125,0.625,0.375,0.625,0.25,-1796.0,-53.29166666666666,6210000.0,0.4323439096734345,Client fiable
102211,0.0,0.0145199999999999,-18930,-5372.0,-2490,16,0.4357193782126078,0.3242840844497922,0.6690566947824041,-718.0,-1290.0,-718.0,-1154.4,34.2,0.2,0.2,0.2696399535423925,-1218.0,-1218.0,-1218.0,-718.0,-1138.5,-718.0,-718.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,-718.0,-12.0,,0.6363146786199627,Client fiable
102213,0.0,0.025164,-12890,-1852.0,-4309,13,0.6409530708655176,0.4461818492431101,0.5656079814115492,-1194.0,-2586.0,-467.0,-1741.125,,0.25,0.25,,-812.0,-467.0,-639.5,-1423.0,-2108.333333333333,-1194.0,-1194.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,-36.5,,0.7899312329550787,Client fiable
102216,0.0,0.010006,-16944,-6482.0,-487,8,,0.6019586485368434,0.6738300778602003,-477.0,-2032.0,-183.0,-1251.6666666666667,41.66666666666666,0.1111111111111111,0.1111111111111111,0.2433076765384058,-1667.0,-1667.0,-1667.0,-183.0,-1199.75,-477.0,-477.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,-8.5,3375000.0,0.7579333778874057,Client fiable
102217,1.0,0.026392,-13183,-4689.0,-4716,19,0.4391563057424766,0.3123559544903636,0.2622489709189549,-1733.0,-1837.0,-222.0,-870.3333333333334,28.33333333333333,0.3333333333333333,0.1666666666666666,0.5287035412035411,-672.0,-481.0,-576.5,-222.0,-1017.25,-2287.0,-595.6857142857143,0.2857142857142857,0.5142857142857142,0.6285714285714286,0.4571428571428571,0.0857142857142857,0.1714285714285714,0.1428571428571428,-28.0,-36.53846153846154,8631000.0,0.2788578171938464,Client à Risque
102222,0.0,0.005313,-12696,-2818.0,-4700,13,0.6191863243908297,0.5792433033222801,0.3474182272002641,-752.0,-2755.0,-166.0,-1293.375,30.75,0.3125,0.25,0.4469707476663122,-852.0,-166.0,-412.4,-600.0,-1693.8181818181818,-2604.0,-1366.0,0.75,0.75,0.25,0.75,0.0,0.25,0.25,,-44.63414634146341,,0.7355201891319201,Client fiable
102225,1.0,0.010643,-13707,-7695.0,-3020,11,,0.5107481442746791,0.3706496323299817,-538.0,-1020.0,-165.0,-557.7142857142857,7.714285714285714,0.5714285714285714,0.1428571428571428,1.0,-712.0,-165.0,-383.75,-559.0,-789.6666666666666,-538.0,-460.1818181818182,0.0909090909090909,0.4545454545454545,0.9090909090909092,0.5454545454545454,0.0909090909090909,0.4545454545454545,0.0909090909090909,-197.0,-9.0,,0.2194785840318606,Client à Risque
102227,0.0,0.010966,-21018,-11341.0,-4494,12,,0.5452692120114947,0.3962195720630885,-1184.0,-1424.0,-153.0,-571.1,,0.7,0.3,,-668.0,-153.0,-340.42857142857144,-872.0,-1109.3333333333333,-1184.0,-338.2,0.4,0.4,0.6,0.8,0.2,0.0,0.2,,-25.823529411764707,,0.6191286146802555,Client fiable
102228,0.0,0.035792,-8113,-2767.0,-730,14,0.1120902360649799,0.4916547090231718,,-324.0,,,,,,,,,,,,,-324.0,-324.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,-6.5,,0.4366982078076179,Client fiable
102232,0.0,0.0116569999999999,-12040,-4972.0,-2865,12,,0.5029211725446695,0.5585066276769286,-2403.0,-1321.0,-77.0,-843.1428571428571,,0.5714285714285714,0.4285714285714285,,-974.0,-77.0,-545.25,-1080.0,-1240.3333333333333,-2403.0,-2403.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,-73.5,,0.5372140532936449,Client fiable
102237,0.0,0.003069,-13222,-994.0,-1101,11,,0.7346741385753099,,-1040.0,,,,,,,,,,,,,-1040.0,-1040.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,-28.0,,0.7978401036396032,Client fiable
102239,0.0,0.0088659999999999,-11756,-413.0,-4358,16,,0.6420885333667294,0.6528965519806539,-598.0,-1572.0,-647.0,-1189.0,39.5,0.5,0.1666666666666666,0.3007311820409141,-1156.0,-647.0,-881.0,-1383.0,-1497.0,-598.0,-538.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,-479.0,-16.0,,0.7145927853871881,Client fiable
102240,0.0,0.010556,-10712,-588.0,-3395,11,,0.5088354669818597,0.4258928980051529,-500.0,-517.0,-61.0,-289.0,,0.5,0.0,,-61.0,-61.0,-61.0,-517.0,-517.0,-500.0,-367.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,,-9.384615384615383,,0.5156254418402468,Client fiable
102243,0.0,0.010966,-11047,-3778.0,-3671,11,0.4015048652125513,0.0425485169166585,0.1176137317080569,-680.0,-2759.0,-519.0,-1363.8235294117646,,0.2941176470588235,0.2941176470588235,,-1080.0,-519.0,-734.6,-625.0,-1626.0,-680.0,-558.6666666666666,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,,-11.384615384615383,2565000.0,0.14323236197764155,Client fiable
102253,0.0,0.020246,-12221,-494.0,-4419,11,0.3597725685511016,0.5083162647320221,0.6195277080511546,-557.0,-2675.0,-114.0,-1200.2222222222222,,0.3333333333333333,0.0,,-852.0,-240.0,-546.6666666666666,-114.0,-1527.0,-1369.0,-649.3076923076923,0.6153846153846154,0.6923076923076923,0.4615384615384615,0.4615384615384615,0.4615384615384615,0.0,0.2307692307692307,-557.0,-33.72222222222222,,0.6909735306262832,Client fiable
102254,1.0,0.025164,-19147,-6791.0,-2661,9,0.8056471384721332,0.1915258625230554,0.3791004853998145,-1163.0,-2853.0,-319.0,-1670.2222222222222,,0.3333333333333333,0.1111111111111111,,-2853.0,-319.0,-1211.3333333333333,-1366.0,-1899.6666666666667,-2171.0,-712.7142857142857,0.4761904761904761,0.4285714285714285,0.5238095238095238,0.2857142857142857,0.0,0.2857142857142857,0.0952380952380952,-154.0,-25.93478260869565,11475000.0,0.5105286087607432,Client à Risque
102261,0.0,0.035792,-11729,-5854.0,-4394,17,0.7076316895355994,0.5625096216720853,0.6430255641096323,-1948.0,-1293.0,-87.0,-824.8333333333334,27.5,0.3333333333333333,0.1666666666666666,0.4118489052087583,-894.0,-87.0,-490.5,-561.0,-992.0,-2685.0,-1479.142857142857,1.0,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.1428571428571428,0.5714285714285714,0.0,,-65.2156862745098,11700000.0,0.8423391420003554,Client fiable
102265,0.0,0.020246,-8132,-4982.0,-162,11,,0.232543196121412,,-384.0,,,,,,,,,,,,,-384.0,-384.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,-8.0,,0.4183006130511603,Client fiable
102266,0.0,0.025164,-14850,-7219.0,-4792,10,0.4182785961706902,0.5784543241101003,,-1929.0,-1766.0,-1395.0,-1580.5,52.5,1.0,0.5,0.5630066322770818,-1766.0,-1395.0,-1580.5,,,-1929.0,-1191.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,,-30.72,,0.6744231125143247,Client fiable
102267,0.0,0.010643,-13098,-151.0,-4938,16,,0.6453283897753866,0.4418358231994413,-1789.0,-1584.0,-247.0,-953.1111111111112,25.0,0.5555555555555556,0.1111111111111111,0.5001821179357412,-1401.0,-247.0,-790.8,-811.0,-1156.0,-2180.0,-1052.875,0.875,0.25,0.375,0.5,0.25,0.125,0.25,,-29.611764705882354,8100000.0,0.6489012305124902,Client fiable
102269,0.0,0.018209,-23346,-797.0,-3973,12,,0.0833159578916332,0.4014074137749511,-307.0,-1405.0,-108.0,-885.0,,0.2,0.0,,-108.0,-108.0,-108.0,-740.0,-1079.25,-307.0,-232.4,0.2,0.2,0.8,0.8,0.0,0.0,0.4,-185.0,-6.5,,0.30024840834457045,Client fiable
102275,0.0,0.018029,-9699,-2993.0,-2319,12,0.2175166051444247,0.034742420843593,0.8027454758994178,-1235.0,-1081.0,-788.0,-930.0,,0.6666666666666666,0.3333333333333333,,-1081.0,-788.0,-934.5,-921.0,-921.0,-1235.0,-827.6666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666666,,-23.807692307692307,,0.4779544320198278,Client fiable
102277,0.0,0.020713,-24314,-8448.0,-4053,8,,0.2100178079659492,0.7032033049040319,0.0,-917.0,-208.0,-510.2,,0.4,0.0,,-355.0,-208.0,-281.5,-462.0,-662.6666666666666,-2169.0,-2169.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,-68.5,,0.5473567656758769,Client fiable
102278,0.0,0.018029,-10347,-2723.0,-2691,8,,0.66409530774377,,-1515.0,,,,,,,,,,,,,-1515.0,-1515.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,-38.0,,0.6999813468988488,Client fiable
102279,1.0,0.018029,-9679,-3896.0,-2339,4,0.1139198474967232,0.5159543337583617,0.3556387169923543,-1808.0,-1808.0,-18.0,-1044.5,,1.0,0.25,,-1808.0,-18.0,-1044.5,,,-2073.0,-1446.3333333333333,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.1666666666666666,0.6666666666666666,0.0,-1808.0,-55.125,,0.31971497710732144,Client à Risque
102283,0.0,0.00733,-17157,-9861.0,-699,9,,0.5794298272334909,,-1176.0,,,,,,,,,,,,,-1176.0,-589.3333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,,-21.714285714285715,,0.6090153226925379,Client fiable
102285,0.0,0.019101,-23918,-2356.0,-4803,11,0.6682767041322115,0.6720042989625533,0.7180328113294772,-2225.0,-1363.0,-991.0,-1177.0,,0.5,0.5,,-991.0,-991.0,-991.0,-1363.0,-1363.0,-2225.0,-994.3333333333334,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,,-28.8125,,0.8582595806191096,Client fiable
102291,0.0,0.0196889999999999,-21432,-2616.0,-999,10,,0.7316195081528535,0.4294236843421945,-609.0,-2616.0,-541.0,-1578.5,52.0,0.0,0.0,0.1957364341085271,,,,-541.0,-1578.5,-2558.0,-703.5714285714286,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.4285714285714285,0.0,0.1428571428571428,0.0,,-42.41428571428571,3780000.0,0.6754364096499171,Client fiable
